1.541567	0.482181	2
9.072013	9.642138	1
16.010876	15.463702	0
16.146090	15.759119	0
0.842631	1.360029	2
16.864539	17.609378	0
0.724760	0.245441	2
16.206519	17.238228	0
7.182554	6.957182	1
-1.133395	-0.869950	2
1.504652	0.373958	2
16.411504	16.783784	0
-0.702003	-0.608551	2
-1.304308	-1.182543	2
14.422032	13.774709	0
16.518241	16.128304	0
17.572804	15.980747	0
17.135221	15.607325	0
7.729789	7.054442	1
-0.800139	0.192511	2
7.771291	8.306714	1
-0.325049	0.187133	2
-0.869305	-1.889619	2
16.228824	15.992134	0
10.179560	11.598731	1
14.901879	15.577061	0
15.278154	14.189453	0
1.424992	3.929134	2
7.643501	6.965214	1
15.250221	14.957477	0
8.271373	9.081592	1
16.425278	17.380736	0
0.315326	-0.577496	2
8.093608	7.834911	1
15.265912	14.669094	0
15.544676	14.115209	0
10.049519	10.864377	1
8.315314	8.850623	1
-1.723709	-1.076011	2
16.455818	15.756194	0
7.175430	7.972380	1
0.637758	-2.172300	2
16.484701	15.199981	0
-0.838998	-1.997682	2
-0.723561	0.156283	2
14.806738	13.240322	0
16.361886	17.176857	0
6.776961	6.115980	1
1.302996	1.673334	2
16.183057	17.074514	0
15.574323	12.929378	0
14.081575	14.227623	0
8.678813	8.397986	1
6.859742	7.288948	1
15.154838	15.536704	0
0.598049	-0.108499	2
-2.711386	-3.286050	2
8.123622	7.750399	1
9.569340	10.170561	1
7.102256	6.713394	1
-0.447762	-0.478098	2
15.593591	15.400340	0
17.203995	17.320735	0
15.560012	15.308147	0
16.695764	16.689269	0
9.645507	7.981392	1
8.392661	8.062287	1
15.571613	15.846649	0
15.795717	15.716921	0
-0.037000	1.445236	2
17.259665	15.477234	0
-1.827142	-2.559554	2
16.558214	16.264248	0
8.005026	9.117827	1
0.236623	-0.321834	2
16.636289	16.832649	0
7.771620	8.247158	1
7.641332	7.554799	1
0.854828	1.345149	2
16.380314	15.966366	0
8.505828	8.715993	1
15.933938	16.731117	0
8.592445	9.674503	1
14.337697	13.962922	0
2.768247	2.841107	2
-0.513975	-0.089970	2
15.620098	16.194194	0
-1.052933	-1.022227	2
9.839799	10.417180	1
7.435462	7.529707	1
14.525130	13.775582	0
7.709652	8.650668	1
16.266472	17.300791	0
-1.036598	-1.295031	2
16.276875	16.631469	0
-0.288105	0.124744	2
2.136393	2.974648	2
7.363965	8.476602	1
8.419000	9.196893	1
7.799293	8.900279	1
-0.446465	-0.191107	2
13.604549	14.117292	0
5.817006	4.517889	1
8.276173	9.184329	1
14.298185	14.226925	0
-0.961147	-3.155090	2
7.871437	7.290529	1
6.789831	4.045583	1
1.416396	-1.265405	2
16.417150	14.156560	0
8.768998	10.511558	1
16.072830	16.516562	0
8.914967	7.649518	1
6.734790	6.204133	1
8.717487	10.115208	1
14.575324	14.878253	0
7.853034	9.600537	1
15.402354	15.706737	0
7.564186	6.991525	1
6.918935	8.037198	1
14.203559	15.827751	0
15.150000	16.435811	0
15.385188	16.523618	0
7.491200	7.869377	1
16.024480	16.468085	0
-0.956783	-1.122595	2
14.790133	13.542253	0
14.861576	14.869876	0
6.940976	7.261335	1
0.900156	1.859741	2
0.089139	-0.240294	2
0.378443	-1.210580	2
16.011313	16.439031	0
0.005377	1.283617	2
15.878058	16.356586	0
0.975409	1.098093	2
0.993693	2.127422	2
-0.348195	-0.548517	2
1.695271	2.816169	2
14.879962	15.002899	0
8.370611	6.947006	1
16.133366	16.004135	0
17.075237	16.433954	0
17.120418	17.401637	0
17.118598	18.592966	0
14.419442	13.654579	0
8.685714	7.584033	1
2.093778	1.773110	2
6.629714	8.761291	1
16.071582	16.544706	0
17.323091	17.944150	0
17.029895	16.925624	0
0.456139	0.538914	2
16.906738	16.123973	0
6.708757	6.944979	1
7.647255	6.050635	1
16.418524	16.689109	0
9.379430	7.660181	1
-0.502073	-2.728599	2
7.843359	7.454160	1
16.822547	15.521102	0
0.721730	1.221200	2
15.844471	15.281584	0
16.055339	15.817362	0
-0.139268	-2.029286	2
0.967291	0.812064	2
-0.208010	-1.163938	2
15.563588	16.135007	0
8.723818	8.679602	1
8.505722	9.267034	1
-0.199258	0.251525	2
15.960398	14.794967	0
16.480589	17.611437	0
-1.346243	-1.136008	2
16.289212	15.953259	0
9.973702	10.199937	1
15.773138	15.322454	0
-0.304888	-0.264726	2
0.403783	0.655988	2
15.081622	15.771541	0
7.429351	7.742175	1
9.258111	9.569361	1
-0.305734	-1.504989	2
16.124323	17.298150	0
0.071227	-1.104321	2
17.775867	17.953884	0
7.993784	6.374758	1
8.381664	8.222557	1
8.324719	8.867371	1
0.392344	-1.668682	2
14.861825	15.251296	0
7.448095	7.813118	1
-0.470821	-0.105956	2
6.508529	4.376093	1
-0.439853	1.495778	2
6.528666	4.514617	1
19.078558	18.433918	0
17.085686	15.879736	0
9.336649	8.454458	1
15.979840	15.832275	0
6.259708	5.296968	1
0.803137	0.358224	2
-0.016866	-0.541051	2
14.388260	14.222365	0
0.462069	1.020507	2
7.382855	7.457798	1
16.025619	16.321351	0
7.720440	7.166054	1
16.337702	17.659029	0
16.245827	15.721590	0
15.816570	16.393296	0
16.310916	15.807402	0
8.707381	9.395142	1
8.903971	10.413176	1
8.388572	7.567065	1
1.039292	1.130985	2
1.424311	3.296909	2
13.648810	13.162737	0
-0.690258	0.855953	2
0.005926	-0.300931	2
16.009629	16.782809	0
7.344750	7.233462	1
9.937280	8.474197	1
16.446899	16.301001	0
0.637836	1.335565	2
15.587022	16.952604	0
-0.300970	1.149656	2
7.641914	8.182072	1
-1.187599	-2.578597	2
17.336244	17.760481	0
8.930408	7.755430	1
8.814426	9.030057	1
8.342314	10.217944	1
7.606662	7.592218	1
6.840241	7.564291	1
8.376875	7.809915	1
15.543469	16.016120	0
1.078741	0.508033	2
15.562018	15.251991	0
7.064954	6.792079	1
15.034901	15.065030	0
8.740552	8.829604	1
-0.148413	0.085446	2
14.329393	15.294388	0
7.963791	8.525367	1
8.048424	7.611190	1
-0.169886	-0.321187	2
-0.177061	-0.182369	2
14.225023	15.225981	0
7.756746	7.937767	1
-0.747960	-0.030224	2
16.014668	15.423310	0
8.765682	9.856965	1
17.009396	17.274536	0
7.578902	9.283560	1
9.782110	8.188707	1
15.637989	14.773180	0
0.981818	2.558141	2
0.297581	0.215394	2
16.685494	17.582702	0
7.691197	6.398052	1
8.797874	7.177407	1
-0.314484	0.658953	2
16.194705	17.353799	0
-0.129783	0.157052	2
-0.817623	-2.331910	2
7.838262	8.328820	1
7.489155	6.616730	1
0.894646	0.339926	2
14.901386	14.543291	0
0.038044	2.417480	2
-0.177035	-3.539359	2
0.031606	1.405058	2
-0.482691	-1.605777	2
14.400577	14.570672	0
10.277239	10.453895	1
-1.136996	-1.900511	2
15.792711	17.112844	0
7.430337	7.701731	1
14.969049	14.188185	0
14.198941	12.664407	0
15.320671	14.717525	0
8.466442	7.809568	1
7.211629	7.772535	1
-1.847882	-2.838102	2
-0.827243	-1.289120	2
0.572205	1.219705	2
16.404925	16.559530	0
15.121372	15.064928	0
7.447519	7.760534	1
1.018728	1.343684	2
16.145039	16.943068	0
16.005070	16.383036	0
7.018474	5.901054	1
0.420997	1.126097	2
-0.685501	-1.775446	2
8.208928	7.093332	1
9.559393	10.625433	1
15.626757	15.242949	0
-0.158655	-0.536759	2
0.544267	0.519532	2
15.811318	16.418554	0
0.178437	-1.138466	2
16.557003	16.776636	0
7.302364	7.661543	1
-0.400643	-0.866295	2
7.779845	9.176527	1
13.529230	13.577927	0
-0.022489	-0.415689	2
1.172043	2.235823	2
16.216010	16.199197	0
8.243667	7.150244	1
2.132493	0.732199	2
-0.851072	-0.875171	2
9.986149	10.670966	1
