8.259237	7.452821
8.340632	8.683754
9.557056	9.872088
10.147209	12.292553
7.658077	8.311063
9.848078	8.996064
10.054641	9.133002
9.480363	9.860219
9.772576	10.171435
7.887400	9.265372
7.485854	6.531892
9.744431	10.304778
9.420800	10.155217
7.132065	7.994559
8.738973	10.442907
8.855175	8.985093
10.000941	12.114674
10.028589	8.843761
8.082131	6.265947
9.065150	10.638633
8.368776	7.387334
8.617215	10.114251
9.090349	10.146700
9.173019	8.131345
9.302307	10.349724
9.005886	8.777024
7.971885	7.866863
9.144929	9.350913
6.500402	7.617256
8.587919	7.701457
9.467118	11.237215
10.275569	9.382346
7.819426	7.451103
11.368619	10.584795
10.627834	10.739807
10.429331	11.037203
8.889864	7.279454
9.508882	8.949777
7.286841	8.442849
7.518211	9.396208
11.462951	10.870636
9.038505	9.019654
8.730952	7.936769
8.974961	9.175325
9.581738	10.684746
8.714960	8.691686
7.341126	8.026896
9.649692	8.272247
8.424735	8.291232
9.230641	9.729914
8.432178	7.744555
9.025563	10.802026
7.886382	8.915517
7.750630	7.228178
9.831697	11.038285
10.089706	9.903355
10.802180	12.371730
8.263146	8.001702
7.830705	8.792029
9.077372	8.723688
8.972372	10.449023
8.997598	9.577669
9.480312	9.460644
9.988137	9.922561
7.274490	8.106493
9.614358	10.903024
9.354276	8.130137
8.654255	9.556324
10.285400	9.358517
8.573137	7.211621
7.929267	8.590741
10.479298	11.344358
8.635247	9.270227
9.535116	9.374558
8.399055	8.270969
9.023030	8.860165
8.274352	9.494977
9.128633	9.936852
10.033767	10.590209
9.776649	8.678063
7.630565	8.093382
8.684324	10.894769
9.062156	6.143976
10.214097	11.472767
10.376782	11.508539
8.949142	9.367853
9.191642	10.323456
9.363693	9.482931
7.946175	9.024782
12.504686	11.726568
7.587815	8.585758
8.292659	7.420801
8.665245	10.020020
9.393969	10.194824
8.718877	8.039255
7.631668	8.411631
7.527269	8.775740
9.836787	9.068901
9.058714	8.084739
10.033987	10.688558
9.269272	8.860018
9.458664	11.129902
8.762889	9.610396
8.053371	9.871538
10.170912	9.393137
9.626496	8.856114
11.322152	10.264994
8.805222	11.061215
7.386729	7.269872
9.177190	9.504029
8.732124	10.010490
10.818321	10.898658
8.991833	8.118520
10.394189	10.480353
10.099859	10.240779
9.976127	8.981753
8.148238	8.679868
9.562619	12.314345
9.352984	7.813801
7.632280	8.097980
9.160099	9.109293
9.528275	10.822480
8.572281	10.181492
7.483902	5.830968
8.470216	7.812329
10.964885	11.264907
10.152183	10.025542
9.913437	10.338942
8.642666	8.622137
9.595929	8.084153
8.075503	9.978562
10.259438	9.837791
8.120271	7.780051
10.952148	9.981287
10.665872	12.565351
10.323370	9.065013
9.552863	8.735753
8.900726	8.465604
7.629137	7.059309
9.077031	7.900279
9.531843	10.343543
7.950427	6.563388
10.341180	10.586464
7.974121	8.966882
8.389846	8.143735
8.620164	8.624838
8.626566	9.040914
8.701419	9.887881
9.685750	8.555625
8.108553	8.908648
9.070925	7.637748
11.325495	11.091203
8.389131	7.074070
8.926686	10.006966
8.819645	8.573121
7.836766	7.558230
7.726717	8.768458
8.948475	10.171411
8.863676	10.049756
10.448185	9.341500
6.984022	8.759805
9.339802	9.357716
10.207580	10.989237
8.625729	7.731279
10.431048	11.680684
8.884863	10.124500
8.048792	7.426374
9.128051	8.374879
9.880455	9.223652
8.797782	9.437739
10.332657	8.450865
11.058085	10.637655
8.500865	8.024409
7.309318	6.911591
8.786796	8.661271
9.710462	10.245110
9.264949	9.869239
9.959424	9.208298
9.577919	9.641706
10.635726	11.006502
9.263659	7.614745
10.079160	9.545986
7.855725	7.681471
8.310122	7.631072
7.824337	8.218277
9.314575	8.350990
9.220883	8.832115
7.418839	8.190068
6.874930	7.629132
8.224796	7.662007
8.824260	6.620397
9.881716	9.111015
8.513280	7.174356
8.470288	7.975212
8.888894	9.011785
8.579859	9.787497
9.567557	9.943981
7.441535	8.473067
9.765267	10.330256
8.098147	7.926535
8.245159	7.948553
8.905674	8.975699
